Sequence id,Sequence Description,gene_KO_number,organism id
0,>AT1G51370.2 | Symbols:  | F-box/RNI-like/FBD-like domains-containing protein | chr1:19045615-19046748 FORWARD LENGTH=346,N.A.,ath:AT1G51370
12,>AT1G31870.1 | Symbols:  | unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cytosol- nucleus; EXPRESSED IN: 25 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF2050- pre-mRNA-splicing factor (InterPro:IPR018609); Has 13303 Blast hits to 9618 proteins in 489 species: Archae - 8; Bacteria - 444; Metazoa - 7153; Fungi - 2294; Plants - 942; Viruses - 128; Other Eukaryotes - 2334 (source: NCBI BLink). | chr1:11437269-11439821 FORWARD LENGTH=561,K13106,egr:104445329
13,>AT1G51360.1 | Symbols: ATDABB1- DABB1 | dimeric A/B barrel domainS-protein 1 | chr1:19044208-19044840 FORWARD LENGTH=210,N.A.,ath:AT1G51360
13,>AT1G51360.1 | Symbols: ATDABB1- DABB1 | dimeric A/B barrel domainS-protein 1 | chr1:19044208-19044840 FORWARD LENGTH=210,N.A.,aly:ARALYDRAFT_892105
13,>AT1G51360.1 | Symbols: ATDABB1- DABB1 | dimeric A/B barrel domainS-protein 1 | chr1:19044208-19044840 FORWARD LENGTH=210,N.A.,aly:ARALYDRAFT_482092
13,>AT1G51360.1 | Symbols: ATDABB1- DABB1 | dimeric A/B barrel domainS-protein 1 | chr1:19044208-19044840 FORWARD LENGTH=210,N.A.,crb:CARUB_v10024942mg
13,>AT1G51360.1 | Symbols: ATDABB1- DABB1 | dimeric A/B barrel domainS-protein 1 | chr1:19044208-19044840 FORWARD LENGTH=210,N.A.,ath:AT2G31670
13,>AT1G51360.1 | Symbols: ATDABB1- DABB1 | dimeric A/B barrel domainS-protein 1 | chr1:19044208-19044840 FORWARD LENGTH=210,N.A.,eus:EUTSA_v10002638mg
13,>AT1G51360.1 | Symbols: ATDABB1- DABB1 | dimeric A/B barrel domainS-protein 1 | chr1:19044208-19044840 FORWARD LENGTH=210,N.A.,brp:103832856
13,>AT1G51360.1 | Symbols: ATDABB1- DABB1 | dimeric A/B barrel domainS-protein 1 | chr1:19044208-19044840 FORWARD LENGTH=210,N.A.,brp:103832155
13,>AT1G51360.1 | Symbols: ATDABB1- DABB1 | dimeric A/B barrel domainS-protein 1 | chr1:19044208-19044840 FORWARD LENGTH=210,N.A.,eus:EUTSA_v10011777mg
13,>AT1G51360.1 | Symbols: ATDABB1- DABB1 | dimeric A/B barrel domainS-protein 1 | chr1:19044208-19044840 FORWARD LENGTH=210,N.A.,brp:103868574
14,>AT1G14940.1 | Symbols:  | Polyketide cyclase/dehydrase and lipid transport superfamily protein | chr1:5154775-5155512 REVERSE LENGTH=155,N.A.,ath:AT1G14930
14,>AT1G14940.1 | Symbols:  | Polyketide cyclase/dehydrase and lipid transport superfamily protein | chr1:5154775-5155512 REVERSE LENGTH=155,N.A.,ath:AT1G14940
14,>AT1G14940.1 | Symbols:  | Polyketide cyclase/dehydrase and lipid transport superfamily protein | chr1:5154775-5155512 REVERSE LENGTH=155,N.A.,aly:ARALYDRAFT_312489
14,>AT1G14940.1 | Symbols:  | Polyketide cyclase/dehydrase and lipid transport superfamily protein | chr1:5154775-5155512 REVERSE LENGTH=155,N.A.,aly:ARALYDRAFT_471683
14,>AT1G14940.1 | Symbols:  | Polyketide cyclase/dehydrase and lipid transport superfamily protein | chr1:5154775-5155512 REVERSE LENGTH=155,N.A.,crb:CARUB_v10011506mg
14,>AT1G14940.1 | Symbols:  | Polyketide cyclase/dehydrase and lipid transport superfamily protein | chr1:5154775-5155512 REVERSE LENGTH=155,N.A.,ath:AT1G14950
14,>AT1G14940.1 | Symbols:  | Polyketide cyclase/dehydrase and lipid transport superfamily protein | chr1:5154775-5155512 REVERSE LENGTH=155,N.A.,eus:EUTSA_v10005071mg
14,>AT1G14940.1 | Symbols:  | Polyketide cyclase/dehydrase and lipid transport superfamily protein | chr1:5154775-5155512 REVERSE LENGTH=155,N.A.,eus:EUTSA_v10005076mg
14,>AT1G14940.1 | Symbols:  | Polyketide cyclase/dehydrase and lipid transport superfamily protein | chr1:5154775-5155512 REVERSE LENGTH=155,N.A.,aly:ARALYDRAFT_904347
14,>AT1G14940.1 | Symbols:  | Polyketide cyclase/dehydrase and lipid transport superfamily protein | chr1:5154775-5155512 REVERSE LENGTH=155,N.A.,eus:EUTSA_v10005073mg
15,>AT1G50950.1 | Symbols:  | Thioredoxin protein with domain of unknown function (DUF1692) | chr1:18880465-18884043 FORWARD LENGTH=484,N.A.,ath:AT1G50950
15,>AT1G50950.1 | Symbols:  | Thioredoxin protein with domain of unknown function (DUF1692) | chr1:18880465-18884043 FORWARD LENGTH=484,N.A.,aly:ARALYDRAFT_474215
15,>AT1G50950.1 | Symbols:  | Thioredoxin protein with domain of unknown function (DUF1692) | chr1:18880465-18884043 FORWARD LENGTH=484,N.A.,crb:CARUB_v10008994mg
15,>AT1G50950.1 | Symbols:  | Thioredoxin protein with domain of unknown function (DUF1692) | chr1:18880465-18884043 FORWARD LENGTH=484,N.A.,eus:EUTSA_v10011436mg
15,>AT1G50950.1 | Symbols:  | Thioredoxin protein with domain of unknown function (DUF1692) | chr1:18880465-18884043 FORWARD LENGTH=484,N.A.,brp:103868600
15,>AT1G50950.1 | Symbols:  | Thioredoxin protein with domain of unknown function (DUF1692) | chr1:18880465-18884043 FORWARD LENGTH=484,N.A.,aly:ARALYDRAFT_479582
15,>AT1G50950.1 | Symbols:  | Thioredoxin protein with domain of unknown function (DUF1692) | chr1:18880465-18884043 FORWARD LENGTH=484,N.A.,ath:AT3G20560
15,>AT1G50950.1 | Symbols:  | Thioredoxin protein with domain of unknown function (DUF1692) | chr1:18880465-18884043 FORWARD LENGTH=484,N.A.,crb:CARUB_v10013569mg
15,>AT1G50950.1 | Symbols:  | Thioredoxin protein with domain of unknown function (DUF1692) | chr1:18880465-18884043 FORWARD LENGTH=484,N.A.,eus:EUTSA_v10020619mg
15,>AT1G50950.1 | Symbols:  | Thioredoxin protein with domain of unknown function (DUF1692) | chr1:18880465-18884043 FORWARD LENGTH=484,N.A.,brp:103871310
16,>AT1G75110.1 | Symbols: RRA2 | Nucleotide-diphospho-sugar transferase family protein | chr1:28194348-28195885 REVERSE LENGTH=428,N.A.,ath:AT1G75110
16,>AT1G75110.1 | Symbols: RRA2 | Nucleotide-diphospho-sugar transferase family protein | chr1:28194348-28195885 REVERSE LENGTH=428,N.A.,aly:ARALYDRAFT_476650
16,>AT1G75110.1 | Symbols: RRA2 | Nucleotide-diphospho-sugar transferase family protein | chr1:28194348-28195885 REVERSE LENGTH=428,N.A.,eus:EUTSA_v10018600mg
16,>AT1G75110.1 | Symbols: RRA2 | Nucleotide-diphospho-sugar transferase family protein | chr1:28194348-28195885 REVERSE LENGTH=428,N.A.,crb:CARUB_v10021612mg
16,>AT1G75110.1 | Symbols: RRA2 | Nucleotide-diphospho-sugar transferase family protein | chr1:28194348-28195885 REVERSE LENGTH=428,N.A.,ath:AT1G19360
16,>AT1G75110.1 | Symbols: RRA2 | Nucleotide-diphospho-sugar transferase family protein | chr1:28194348-28195885 REVERSE LENGTH=428,N.A.,aly:ARALYDRAFT_472163
16,>AT1G75110.1 | Symbols: RRA2 | Nucleotide-diphospho-sugar transferase family protein | chr1:28194348-28195885 REVERSE LENGTH=428,N.A.,crb:CARUB_v10011112mg
16,>AT1G75110.1 | Symbols: RRA2 | Nucleotide-diphospho-sugar transferase family protein | chr1:28194348-28195885 REVERSE LENGTH=428,N.A.,eus:EUTSA_v10007712mg
16,>AT1G75110.1 | Symbols: RRA2 | Nucleotide-diphospho-sugar transferase family protein | chr1:28194348-28195885 REVERSE LENGTH=428,N.A.,brp:103872734
16,>AT1G75110.1 | Symbols: RRA2 | Nucleotide-diphospho-sugar transferase family protein | chr1:28194348-28195885 REVERSE LENGTH=428,N.A.,brp:103835845
17,>AT1G17400.1 | Symbols:  | unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G72490.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink). | chr1:5960920-5962245 REVERSE LENGTH=295,N.A.,ath:AT1G17400
17,>AT1G17400.1 | Symbols:  | unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G72490.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink). | chr1:5960920-5962245 REVERSE LENGTH=295,N.A.,aly:ARALYDRAFT_471945
17,>AT1G17400.1 | Symbols:  | unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G72490.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink). | chr1:5960920-5962245 REVERSE LENGTH=295,N.A.,eus:EUTSA_v10009299mg
17,>AT1G17400.1 | Symbols:  | unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G72490.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink). | chr1:5960920-5962245 REVERSE LENGTH=295,N.A.,crb:CARUB_v10009828mg
17,>AT1G17400.1 | Symbols:  | unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G72490.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink). | chr1:5960920-5962245 REVERSE LENGTH=295,N.A.,brp:103872526
17,>AT1G17400.1 | Symbols:  | unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G72490.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink). | chr1:5960920-5962245 REVERSE LENGTH=295,N.A.,brp:103835958
17,>AT1G17400.1 | Symbols:  | unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G72490.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink). | chr1:5960920-5962245 REVERSE LENGTH=295,N.A.,eus:EUTSA_v10019851mg
17,>AT1G17400.1 | Symbols:  | unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G72490.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink). | chr1:5960920-5962245 REVERSE LENGTH=295,N.A.,ath:AT1G72490
17,>AT1G17400.1 | Symbols:  | unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G72490.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink). | chr1:5960920-5962245 REVERSE LENGTH=295,N.A.,aly:ARALYDRAFT_476382
17,>AT1G17400.1 | Symbols:  | unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G72490.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink). | chr1:5960920-5962245 REVERSE LENGTH=295,N.A.,brp:103830789
18,>AT1G09420.1 | Symbols: G6PD4 | glucose-6-phosphate dehydrogenase 4 | chr1:3038640-3041715 REVERSE LENGTH=625,K00036,ath:AT1G09420
18,>AT1G09420.1 | Symbols: G6PD4 | glucose-6-phosphate dehydrogenase 4 | chr1:3038640-3041715 REVERSE LENGTH=625,K00036,aly:ARALYDRAFT_471034
18,>AT1G09420.1 | Symbols: G6PD4 | glucose-6-phosphate dehydrogenase 4 | chr1:3038640-3041715 REVERSE LENGTH=625,K00036,crb:CARUB_v10011205mg
18,>AT1G09420.1 | Symbols: G6PD4 | glucose-6-phosphate dehydrogenase 4 | chr1:3038640-3041715 REVERSE LENGTH=625,K00036,eus:EUTSA_v10007053mg
18,>AT1G09420.1 | Symbols: G6PD4 | glucose-6-phosphate dehydrogenase 4 | chr1:3038640-3041715 REVERSE LENGTH=625,K00036,brp:103836338
18,>AT1G09420.1 | Symbols: G6PD4 | glucose-6-phosphate dehydrogenase 4 | chr1:3038640-3041715 REVERSE LENGTH=625,K00036,pxb:103955874
18,>AT1G09420.1 | Symbols: G6PD4 | glucose-6-phosphate dehydrogenase 4 | chr1:3038640-3041715 REVERSE LENGTH=625,K00036,mdm:103434062
18,>AT1G09420.1 | Symbols: G6PD4 | glucose-6-phosphate dehydrogenase 4 | chr1:3038640-3041715 REVERSE LENGTH=625,K00036,tcc:TCM_026808
18,>AT1G09420.1 | Symbols: G6PD4 | glucose-6-phosphate dehydrogenase 4 | chr1:3038640-3041715 REVERSE LENGTH=625,K00036,jcu:105647394
18,>AT1G09420.1 | Symbols: G6PD4 | glucose-6-phosphate dehydrogenase 4 | chr1:3038640-3041715 REVERSE LENGTH=625,K00036,fve:101308295
19,>AT1G50930.1 | Symbols:  | unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT3G20557.1); Has 215 Blast hits to 213 proteins in 63 species: Archae - 0; Bacteria - 2; Metazoa - 83; Fungi - 10; Plants - 45; Viruses - 5; Other Eukaryotes - 70 (source: NCBI BLink). | chr1:18876898-18877706 FORWARD LENGTH=196,N.A.,ath:AT1G50930
19,>AT1G50930.1 | Symbols:  | unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT3G20557.1); Has 215 Blast hits to 213 proteins in 63 species: Archae - 0; Bacteria - 2; Metazoa - 83; Fungi - 10; Plants - 45; Viruses - 5; Other Eukaryotes - 70 (source: NCBI BLink). | chr1:18876898-18877706 FORWARD LENGTH=196,N.A.,aly:ARALYDRAFT_474213
19,>AT1G50930.1 | Symbols:  | unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT3G20557.1); Has 215 Blast hits to 213 proteins in 63 species: Archae - 0; Bacteria - 2; Metazoa - 83; Fungi - 10; Plants - 45; Viruses - 5; Other Eukaryotes - 70 (source: NCBI BLink). | chr1:18876898-18877706 FORWARD LENGTH=196,N.A.,eus:EUTSA_v10011976mg
19,>AT1G50930.1 | Symbols:  | unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT3G20557.1); Has 215 Blast hits to 213 proteins in 63 species: Archae - 0; Bacteria - 2; Metazoa - 83; Fungi - 10; Plants - 45; Viruses - 5; Other Eukaryotes - 70 (source: NCBI BLink). | chr1:18876898-18877706 FORWARD LENGTH=196,N.A.,crb:CARUB_v10012201mg
19,>AT1G50930.1 | Symbols:  | unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT3G20557.1); Has 215 Blast hits to 213 proteins in 63 species: Archae - 0; Bacteria - 2; Metazoa - 83; Fungi - 10; Plants - 45; Viruses - 5; Other Eukaryotes - 70 (source: NCBI BLink). | chr1:18876898-18877706 FORWARD LENGTH=196,N.A.,brp:103871311
19,>AT1G50930.1 | Symbols:  | unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT3G20557.1); Has 215 Blast hits to 213 proteins in 63 species: Archae - 0; Bacteria - 2; Metazoa - 83; Fungi - 10; Plants - 45; Viruses - 5; Other Eukaryotes - 70 (source: NCBI BLink). | chr1:18876898-18877706 FORWARD LENGTH=196,N.A.,brp:103868601
19,>AT1G50930.1 | Symbols:  | unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT3G20557.1); Has 215 Blast hits to 213 proteins in 63 species: Archae - 0; Bacteria - 2; Metazoa - 83; Fungi - 10; Plants - 45; Viruses - 5; Other Eukaryotes - 70 (source: NCBI BLink). | chr1:18876898-18877706 FORWARD LENGTH=196,N.A.,brp:103835927
19,>AT1G50930.1 | Symbols:  | unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT3G20557.1); Has 215 Blast hits to 213 proteins in 63 species: Archae - 0; Bacteria - 2; Metazoa - 83; Fungi - 10; Plants - 45; Viruses - 5; Other Eukaryotes - 70 (source: NCBI BLink). | chr1:18876898-18877706 FORWARD LENGTH=196,N.A.,brp:103869309
19,>AT1G50930.1 | Symbols:  | unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT3G20557.1); Has 215 Blast hits to 213 proteins in 63 species: Archae - 0; Bacteria - 2; Metazoa - 83; Fungi - 10; Plants - 45; Viruses - 5; Other Eukaryotes - 70 (source: NCBI BLink). | chr1:18876898-18877706 FORWARD LENGTH=196,N.A.,ath:AT3G20557
19,>AT1G50930.1 | Symbols:  | unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT3G20557.1); Has 215 Blast hits to 213 proteins in 63 species: Archae - 0; Bacteria - 2; Metazoa - 83; Fungi - 10; Plants - 45; Viruses - 5; Other Eukaryotes - 70 (source: NCBI BLink). | chr1:18876898-18877706 FORWARD LENGTH=196,N.A.,aly:ARALYDRAFT_898483
20,>AT1G65960.1 | Symbols: GAD2 | glutamate decarboxylase 2 | chr1:24555868-24557253 FORWARD LENGTH=365,K01580,ath:AT1G65960
20,>AT1G65960.1 | Symbols: GAD2 | glutamate decarboxylase 2 | chr1:24555868-24557253 FORWARD LENGTH=365,K01580,crb:CARUB_v10020115mg
20,>AT1G65960.1 | Symbols: GAD2 | glutamate decarboxylase 2 | chr1:24555868-24557253 FORWARD LENGTH=365,K01580,aly:ARALYDRAFT_894224
20,>AT1G65960.1 | Symbols: GAD2 | glutamate decarboxylase 2 | chr1:24555868-24557253 FORWARD LENGTH=365,K01580,brp:103831077
20,>AT1G65960.1 | Symbols: GAD2 | glutamate decarboxylase 2 | chr1:24555868-24557253 FORWARD LENGTH=365,K01580,brp:103840927
20,>AT1G65960.1 | Symbols: GAD2 | glutamate decarboxylase 2 | chr1:24555868-24557253 FORWARD LENGTH=365,K01580,eus:EUTSA_v10019820mg
20,>AT1G65960.1 | Symbols: GAD2 | glutamate decarboxylase 2 | chr1:24555868-24557253 FORWARD LENGTH=365,K01580,pop:POPTR_0004s07350g
20,>AT1G65960.1 | Symbols: GAD2 | glutamate decarboxylase 2 | chr1:24555868-24557253 FORWARD LENGTH=365,K01580,csv:101216119
20,>AT1G65960.1 | Symbols: GAD2 | glutamate decarboxylase 2 | chr1:24555868-24557253 FORWARD LENGTH=365,K01580,cmo:103501361
20,>AT1G65960.1 | Symbols: GAD2 | glutamate decarboxylase 2 | chr1:24555868-24557253 FORWARD LENGTH=365,K01580,egr:104449756
21,>AT1G09400.1 | Symbols:  | FMN-linked oxidoreductases superfamily protein | chr1:3033676-3034993 REVERSE LENGTH=324,K05894,ath:AT1G09400
21,>AT1G09400.1 | Symbols:  | FMN-linked oxidoreductases superfamily protein | chr1:3033676-3034993 REVERSE LENGTH=324,K05894,aly:ARALYDRAFT_888182
21,>AT1G09400.1 | Symbols:  | FMN-linked oxidoreductases superfamily protein | chr1:3033676-3034993 REVERSE LENGTH=324,K05894,brp:103836339
21,>AT1G09400.1 | Symbols:  | FMN-linked oxidoreductases superfamily protein | chr1:3033676-3034993 REVERSE LENGTH=324,K05894,crb:CARUB_v10009647mg
21,>AT1G09400.1 | Symbols:  | FMN-linked oxidoreductases superfamily protein | chr1:3033676-3034993 REVERSE LENGTH=324,K05894,pmum:103319316
21,>AT1G09400.1 | Symbols:  | FMN-linked oxidoreductases superfamily protein | chr1:3033676-3034993 REVERSE LENGTH=324,K05894,pper:PRUPE_ppa007377mg
21,>AT1G09400.1 | Symbols:  | FMN-linked oxidoreductases superfamily protein | chr1:3033676-3034993 REVERSE LENGTH=324,K05894,pxb:103952521
21,>AT1G09400.1 | Symbols:  | FMN-linked oxidoreductases superfamily protein | chr1:3033676-3034993 REVERSE LENGTH=324,K05894,jcu:105640522
21,>AT1G09400.1 | Symbols:  | FMN-linked oxidoreductases superfamily protein | chr1:3033676-3034993 REVERSE LENGTH=324,K05894,tcc:TCM_036537
21,>AT1G09400.1 | Symbols:  | FMN-linked oxidoreductases superfamily protein | chr1:3033676-3034993 REVERSE LENGTH=324,K05894,mdm:103446279
22,>AT1G09415.1 | Symbols: NIMIN-3 | NIM1-interacting 3 | chr1:3037910-3038248 REVERSE LENGTH=112,N.A.,ath:AT1G09415
22,>AT1G09415.1 | Symbols: NIMIN-3 | NIM1-interacting 3 | chr1:3037910-3038248 REVERSE LENGTH=112,N.A.,aly:ARALYDRAFT_471033
22,>AT1G09415.1 | Symbols: NIMIN-3 | NIM1-interacting 3 | chr1:3037910-3038248 REVERSE LENGTH=112,N.A.,crb:CARUB_v10010860mg
22,>AT1G09415.1 | Symbols: NIMIN-3 | NIM1-interacting 3 | chr1:3037910-3038248 REVERSE LENGTH=112,N.A.,brp:103836667
22,>AT1G09415.1 | Symbols: NIMIN-3 | NIM1-interacting 3 | chr1:3037910-3038248 REVERSE LENGTH=112,N.A.,egu:105034154
22,>AT1G09415.1 | Symbols: NIMIN-3 | NIM1-interacting 3 | chr1:3037910-3038248 REVERSE LENGTH=112,N.A.,egu:105045038
22,>AT1G09415.1 | Symbols: NIMIN-3 | NIM1-interacting 3 | chr1:3037910-3038248 REVERSE LENGTH=112,N.A.,mus:103990092
22,>AT1G09415.1 | Symbols: NIMIN-3 | NIM1-interacting 3 | chr1:3037910-3038248 REVERSE LENGTH=112,N.A.,jcu:105647395
22,>AT1G09415.1 | Symbols: NIMIN-3 | NIM1-interacting 3 | chr1:3037910-3038248 REVERSE LENGTH=112,N.A.,mdm:103442048
22,>AT1G09415.1 | Symbols: NIMIN-3 | NIM1-interacting 3 | chr1:3037910-3038248 REVERSE LENGTH=112,N.A.,tcc:TCM_004894
23,>AT1G74730.1 | Symbols:  | Protein of unknown function (DUF1118) | chr1:28078995-28079831 FORWARD LENGTH=198,N.A.,ath:AT1G74730
23,>AT1G74730.1 | Symbols:  | Protein of unknown function (DUF1118) | chr1:28078995-28079831 FORWARD LENGTH=198,N.A.,aly:ARALYDRAFT_476610
23,>AT1G74730.1 | Symbols:  | Protein of unknown function (DUF1118) | chr1:28078995-28079831 FORWARD LENGTH=198,N.A.,crb:CARUB_v10020854mg
23,>AT1G74730.1 | Symbols:  | Protein of unknown function (DUF1118) | chr1:28078995-28079831 FORWARD LENGTH=198,N.A.,eus:EUTSA_v10019168mg
23,>AT1G74730.1 | Symbols:  | Protein of unknown function (DUF1118) | chr1:28078995-28079831 FORWARD LENGTH=198,N.A.,brp:103852921
23,>AT1G74730.1 | Symbols:  | Protein of unknown function (DUF1118) | chr1:28078995-28079831 FORWARD LENGTH=198,N.A.,brp:103831934
23,>AT1G74730.1 | Symbols:  | Protein of unknown function (DUF1118) | chr1:28078995-28079831 FORWARD LENGTH=198,N.A.,vvi:100250168
23,>AT1G74730.1 | Symbols:  | Protein of unknown function (DUF1118) | chr1:28078995-28079831 FORWARD LENGTH=198,N.A.,bvg:104894111
23,>AT1G74730.1 | Symbols:  | Protein of unknown function (DUF1118) | chr1:28078995-28079831 FORWARD LENGTH=198,N.A.,bdi:100826971
23,>AT1G74730.1 | Symbols:  | Protein of unknown function (DUF1118) | chr1:28078995-28079831 FORWARD LENGTH=198,N.A.,jcu:105640491
24,>AT1G75100.1 | Symbols: JAC1 | J-domain protein required for chloroplast accumulation response 1 | chr1:28191108-28193769 REVERSE LENGTH=651,N.A.,ath:AT1G75100
